rpf_key,code,name,rpt_file,group,sql_len,legacy_tables
637,SQL12001014,รายงานรายละเอียดรับสินค้าจากการผลิต ตามสินค้า,IC120014.rpt,SQL,1692,DOCINFO
638,FRM1110101,ใบแปรรูปสินค้า พร้อมรหัสสินค้า,DOC11101.RPT,FRM,0,
639,FRM1110102,ใบแปรรูปสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC11102.RPT,FRM,0,
640,SQL12001018,รายงานรายละเอียดบันทึกการแปรรูปสินค้า ตามเอกสาร,IC120018.rpt,SQL,1623,DOCINFO
641,TFRM1110201,ใบแปรรูปสินค้า Text Mode,TDOC11101.txt,TFRM,0,
646,SQL12001073,รายงานสรุปใบแปรรูปสินค้า- ตามเอกสาร,IC120063.rpt,SQL,809,DOCINFO
648,SQL12001057,รายงานสรุปการแปรรูป ตามสินค้า,IC120057.rpt,SQL,1707,DOCINFO
649,SQL12001059,รายงานสรุปการแปรรูป ตามหมวด,IC120059.rpt,SQL,1774,DOCINFO
650,SQL12001061,รายงานสรุปการแปรรูป ตามโครงการ,IC120061.rpt,SQL,1741,DOCINFO
651,SQL12001021,รายงานรายละเอียดการแปรรูป ตามหมวด,IC120021.rpt,SQL,1774,DOCINFO
652,SQL12001023,รายงานรายละเอียดการแปรรูป ตามโครงการ,IC120023.rpt,SQL,1741,DOCINFO
653,SQL12001019,รายงานรายละเอียดการแปรรูป ตามสินค้า,IC120019.rpt,SQL,1707,DOCINFO
654,SQL120010742,รายงานรายละเอียดใบขอผลิตสินค้า- ตามเอกสาร,IC120063_2.rpt,SQL,1626,DOCINFO
655,FRM0120101,ใบขอผลิตสินค้า พร้อมรหัสสินค้า,DOC01201.rpt,FRM,2149,APPRICETAB DOCINFO
656,FRM0120102,ใบขอผลิตสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC01202.rpt,FRM,2149,APPRICETAB DOCINFO
657,TFRM0120101,ฟอร์มเอกสารขอผลิต พร้อมรหัส TextMode,TDOC01201.txt,TFRM,2149,APPRICETAB DOCINFO
659,SQL12001074,รายงานสรุปใบขอผลิตสินค้า- ตามเอกสาร,IC120063_1.rpt,SQL,809,DOCINFO
661,FRM0120103,ใบขอผลิตสินค้า (Letter),DOC01203.rpt,FRM,2149,APPRICETAB DOCINFO
662,FRM0110101,ใบขอแปรรูปสินค้า พร้อมรหัสสินค้า,DOC01101.rpt,FRM,2116,APPRICETAB DOCINFO
663,FRM0110102,ใบขอแปรรูปสินค้า แบบเส้นตาราง พร้อมรหัสสินค้า,DOC01102.rpt,FRM,2116,APPRICETAB DOCINFO
664,TFRM0110101,ฟอร์มเอกสารขอแปรรูป พร้อมรหัส TextMode,TDOC01101.txt,TFRM,2116,APPRICETAB DOCINFO
667,SQL12001077,รายงานสรุปใบขอแปรรูปสินค้า- ตามเอกสาร,IC120063.rpt,SQL,807,DOCINFO
668,FRM0110103,ใบขอแปรรูปสินค้า (Letter),DOC01103.rpt,FRM,2116,APPRICETAB DOCINFO
670,SQL10201001,รายงานใบสั่งซื้อสินค้าค้างรับตามเอกสาร,IC102001.rpt,SQL,2126,APCAT APCONDITION APFILE APPO BRANCH DEPTTAB DOCINFO DOCTYPE GOODSMASTER PRJTAB SHIPBY SKUMASTER TRANSTKD TRANSTKH WAREHOUSE WARELOCATION
672,RP17601001,รายงานสินค้าค้างรับแสดงผู้จำหน่ายและโครงการ,IC176001.rpt,RP,0,
673,RP17601003,รายงานค้างรับตามผู้จำหน่ายแสดงโครงการและสินค้า,IC176003.rpt,RP,0,
674,RP17601005,รายงานค้างรับตามโครงการแสดงผู้จำหน่ายและสินค้า,IC176005.rpt,RP,0,
675,RP17601006,รายงานค้างรับตามแผนกแสดงผู้จำหน่ายและสินค้า,IC176006.rpt,RP,0,
676,RP17601002,รายงานสินค้าค้างรับแสดงผู้จำหน่ายและแผนก,IC176002.rpt,RP,0,
677,RP17601004,รายงานค้างรับตามผู้จำหน่ายแสดงแผนกและสินค้า,IC176004.rpt,RP,0,
678,RP17601007,รายงานค้างรับตามตำแหน่งเก็บแสดงผู้จำหน่ายและสินค้า,IC176007.rpt,RP,0,
681,RP1020100.1,รายงานใบสั่งซื้อ-ถึงกำหนดรับ,IC102004.rpt,RP,0,
682,RP1020100.2,รายงานใบสั่งซื้อ-.ใกล้หมดอายุ,IC102005.rpt,RP,0,
685,RP1930001,รายงานใบสั่งซื้อค้างรับ แสดงสินค้าคงเหลือ,IC193001.rpt,RP,0,
686,FRM40202002,ใบสำคัญรับ (Dot Matrix ),DOC40202.rpt,FRM,0,
687,FRM40202001,ใบสำคัญรับ(A4),DOC40201.rpt,FRM,0,
688,SQL0104002,รายงานสรุปใบสำคัญรับ,GL040002.rpt,SQL,569,DOCINFO
690,FRM40302002,ใบสำคัญจ่าย(Dot Matrix),DOC40302.rpt,FRM,0,
691,FRM40302001,ใบสำคัญจ่าย(A4),DOC40301.rpt,FRM,0,
693,TFRM5030201,ใบสำคัญจ่าย Text Mode,TDOC40301.txt,TFRM,0,
695,SQL0104003,รายงานสรุปใบสำคัญจ่าย,GL040002.rpt,SQL,569,DOCINFO
696,RP954001,รายงานสภาพทรัพย์สินที่ยังใช้งานอยู่,FA954001.rpt,RP,0,
698,SQL00103001,รายงานประวัติทรัพย์สินถาวร,FA001001.rpt,SQL,1028,FIXASSET
699,SQL00103007,รายงานรายละเอียดการซื้อในแฟ้มทรัพย์สินถาวร,FA001007.rpt,SQL,553,FIXASSET
700,SQLCQB02206002,พิมพ์เช็คลงฟอร์ม ธ.ไทยธนาคาร (พิมพ์เครื่อง Laser),CQB02202.rpt,SQLCQB,437,CHEQUEBOOK
701,SQLCQB02206004,Form Print Cheque TB (Laser),CQB02204.rpt,SQLCQB,437,CHEQUEBOOK
702,SQLCQB02406002,พิมพ์เช็คลงฟอร์ม ธ.เอเชีย (พิมพ์เครื่อง Laser),CQB02402.rpt,SQLCQB,437,CHEQUEBOOK
703,SQLCQB02406004,Form Print Cheque BOA (Laser),CQB02404.rpt,SQLCQB,437,CHEQUEBOOK
704,SQLCQB02506002,พิมพ์เช็คลงฟอร์ม ธ.กรุงศรีอยุธยา (พิมพ์เครื่อง Laser),CQB02502.rpt,SQLCQB,437,CHEQUEBOOK
705,SQLCQB02506004,Form Print Cheque BAY (Laser),CQB02504.rpt,SQLCQB,437,CHEQUEBOOK
706,SQLCQB01006002,พิมพ์เช็คลงฟอร์ม ธ.แห่งโตเกียว-มิตซูบิชิ (Laser),CQB01002.rpt,SQLCQB,437,CHEQUEBOOK
707,SQLCQB01006004,Form Print Cheque TOKYO (Laser),CQB01004.rpt,SQLCQB,437,CHEQUEBOOK
708,SQLCQB01506002,พิมพ์เช็คลงฟอร์ม ธ.นครหลวงไทย (พิมพ์เครื่อง Laser),CQB01502.rpt,SQLCQB,437,CHEQUEBOOK
709,SQLCQB01506004,Form Print Cheque SCIB (Laser),CQB01504.rpt,SQLCQB,437,CHEQUEBOOK
710,SQLCQB00206002,พิมพ์เช็คลงฟอร์ม ธ.กรุงเทพ (พิมพ์เครื่อง Laser),CQB00202.rpt,SQLCQB,457,CHEQUEBOOK
711,SQLCQB00206004,Form Print Cheque BBL (Laser),CQB00204.rpt,SQLCQB,437,CHEQUEBOOK
712,SQLCQB00406002,พิมพ์เช็คลงฟอร์ม ธ.กสิกรไทย (พิมพ์เครื่อง Laser),CQB00402.rpt,SQLCQB,437,CHEQUEBOOK
713,SQLCQB00406004,Form Print Cheque TFB (Laser),CQB00404.rpt,SQLCQB,437,CHEQUEBOOK
714,SQLCQB01106002,พิมพ์เช็คลงฟอร์ม ธ.ทหารไทย (พิมพ์เครื่อง Laser),CQB01102.rpt,SQLCQB,437,CHEQUEBOOK
715,SQLCQB01106004,Form Print Cheque TMB (Laser),CQB01104.rpt,SQLCQB,437,CHEQUEBOOK
716,SQLCQB00606002,พิมพ์เช็คลงฟอร์ม ธ.กรุงไทย (พิมพ์เครื่อง Laser),CQB00602.rpt,SQLCQB,437,CHEQUEBOOK
717,SQLCQB00606004,Form Print Cheque KTB (Laser),CQB00604.rpt,SQLCQB,437,CHEQUEBOOK
718,SQLCQB01406002,พิมพ์เช็คลงฟอร์ม ธ.ไทยพาณิชย์ (พิมพ์เครื่อง Laser),CQB01402.rpt,SQLCQB,437,CHEQUEBOOK
719,SQLCQB01406004,Form Print Cheque SCB (Laser),CQB01404.rpt,SQLCQB,437,CHEQUEBOOK
721,SQLCQB01402001,พิมพ์เช็คลงฟอร์ม ธ.ธนชาติ (เครื่องพิมพ์ Laser),CQB01402_T.rpt,SQLCQB,437,CHEQUEBOOK
722,TFORM2L1120,ใบพิมพ์ฟอร์ม 20cpi 11inc 2 ระดับ,TFORM2L1120.TXT,TFORM,110,COMPANYINFO
723,TFORM2L1117,ใบพิมพ์ฟอร์ม 17cpi 11inc 2 ระดับ,TFORM2L1117.TXT,TFORM,110,COMPANYINFO
724,TFORM2L1115,ใบพิมพ์ฟอร์ม 15cpi 11inc 2 ระดับ,TFORM2L1115.TXT,TFORM,110,COMPANYINFO
725,TFORM2L1112,ใบพิมพ์ฟอร์ม 12cpi 11inc 2 ระดับ,TFORM2L1112.TXT,TFORM,110,COMPANYINFO
726,TFORM3L1120,ใบพิมพ์ฟอร์ม 20cpi 11inc 3 ระดับ,TFORM3L1120.TXT,TFORM,110,COMPANYINFO
727,TFORM3L1117,ใบพิมพ์ฟอร์ม 17cpi 11inc 3 ระดับ,TFORM3L1117.TXT,TFORM,110,COMPANYINFO
728,TFORM3L1115,ใบพิมพ์ฟอร์ม 15cpi 11inc 3 ระดับ,TFORM3L1115.TXT,TFORM,110,COMPANYINFO
729,TFORM3L1112,ใบพิมพ์ฟอร์ม 12cpi 11inc 3 ระดับ,TFORM3L1112.TXT,TFORM,110,COMPANYINFO
730,FRM40402001,ใบสำคัญทั่วไป(A4),DOC40401.rpt,FRM,0,
731,FRM40402002,ใบสำคัญทั่วไป(Dot Matrix),DOC40402.rpt,FRM,0,
732,FRM404003,รายงานใบสำคัญทั่วไป,GV404001.rpt,FRM,0,
734,SQL0104004,รายงานสรุปใบสำคัญทั่วไป,GL040002.rpt,SQL,569,DOCINFO
735,FRM40502001,ฟอร์มใบจ่ายค่าคอมมิชชั่น,DOC40501.rpt,FRM,0,
736,FRM405005,รายงานสรุปยอดจ่ายค่าคอมมิชชั่น,IC405005.rpt,FRM,0,
738,SQL0103001,รายงานสรุปใบจ่ายคอมมิชชั่น,GL030001.rpt,SQL,426,DOCINFO
739,RP55402001,รายงานสรุปประมาณยอดเงินจ่าย,AP554001.rpt,RP,0,
740,RP55402002,รายงานรายละเอียดประมาณยอดเงินจ่าย,AP554002.rpt,RP,0,
741,RP55702003,รายงานรายละเอียดวิเคราะห์อายุหนี้-เจ้าหนี้,AP557001.rpt,RP,0,
742,RP55702002,รายงานสรุปวิเคราะห์อายุหนี้-เจ้าหนี้,AP557002.rpt,RP,0,
743,RP551003001,รายงานลำดับยอดเจ้าหนี้,AP551003.rpt,RP,0,
746,MP003001,รายงานสรุปการแลกแต้ม,MP003001.rpt,MP,563,BRANCH MBPOINT MBTYPE MEMBER SYSLOOKUP
748,MP003002,รายงานรายละเอียดการแลกแต้ม,MP003002.rpt,MP,582,BRANCH MBPOINT MBTYPE MEMBER SYSLOOKUP
749,MP0010011,ใบแจ้งยอดสมาชิก,DOCMP001.rpt,MP,842,BRANCH MBPOINT MEMBER SYSLOOKUP
750,MP001002,รายงานรายละเอียดยอดสมาชิก,MP001002.rpt,MP,738,BRANCH MBPOINT MBTYPE MEMBER SYSLOOKUP
751,SQL0402001,รายงานรายชื่อและที่อยู่สมาชิกที่ยอดซื้อสูงสุด,MB040001.rpt,SQL,704,BRANCH MBPOINT MBTYPE MEMBER SYSLOOKUP
754,RP90201003,รายงานรายละเอียดยอดหนี้ตามพนักงานขาย-หักชำระเช็ค,SL902003.rpt,RP,0,
757,RP90101001,รายงานสรุปยอดหนี้ตามพนักงานขาย,SL901001.rpt,RP,0,
758,RP90201001,รายงานรายละเอียดยอดหนี้ตามพนักงานขายและเอกสาร,SL902001.rpt,RP,0,
759,RP90201002,รายงานรายละเอียดยอดหนี้ตามพนักงานขายและลูกหนี้,SL902002.rpt,RP,0,
